Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,SalePriceLog,T_garage,T_Overall,target
345,536,576,0,1,3,4,4,3,129.0,232.0,5,1,0.0,0.0,2,175.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,336.0,1.0,5,3,5,1,1976.0,1112,1,1,4,5,1,3,3,0,2592,4,36.0,3,0,12,4,0.0,2,1,0,6,10,0,2,5,2,0,3,1,1,4,8,0,1,4,536.0,536,182,1976,1976,4,1648.0,11.350406535472453,14.0,7,85000.0
346,972,605,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,972.0,1,6,2,4,0,4,3,8,8,4,2,1,0,1,6,312.0,1.0,5,3,5,5,1939.0,1577,0,1,2,0,1,1,3,0,6435,4,65.0,3,0,4,3,0.0,2,1,0,1,3,0,4,6,2,0,3,1,1,4,8,0,1,6,972.0,972,0,1939,1950,0,2549.0,11.850825253582627,14.0,10,140200.0
347,958,0,0,1,2,0,4,2,498.0,0.0,1,6,0.0,0.0,4,460.0,1,2,2,4,0,2,3,8,8,4,3,0,1,1,6,301.0,1.0,5,2,5,1,1960.0,958,0,1,4,2,1,3,3,0,12772,1,70.0,0,0,0,3,0.0,2,0,15500,6,12,0,7,6,2,0,3,1,3,4,8,0,1,5,958.0,958,0,1960,1998,1,1916.0,11.928340903931561,13.0,13,151500.0
348,1478,0,0,1,3,0,4,3,1270.0,0.0,1,6,1.0,0.0,4,208.0,1,2,2,0,0,4,3,13,14,4,2,2,1,2,6,498.0,2.0,5,3,5,1,1960.0,1478,0,1,0,2,1,3,3,0,17600,4,70.0,0,0,0,3,30.0,1,1,0,3,12,40,4,6,2,0,3,1,1,4,8,0,1,6,1478.0,1478,0,1960,1960,3,2956.0,11.967180737247824,15.0,10,157500.0
349,764,862,0,1,2,3,4,3,573.0,0.0,2,6,1.0,0.0,2,191.0,1,2,2,4,0,4,2,12,15,4,3,0,2,2,6,474.0,2.0,5,2,5,3,2003.0,1626,1,1,0,5,1,2,3,0,2448,4,36.0,3,0,12,3,106.0,3,1,0,1,16,27,4,7,2,0,3,1,1,4,8,0,1,6,764.0,764,0,2003,2004,2,2390.0,11.944707881395766,14.0,11,154000.0
350,1848,880,0,1,4,0,4,3,1410.0,0.0,2,6,1.0,0.0,0,438.0,1,2,2,4,0,4,0,5,5,4,0,2,2,2,6,706.0,3.0,5,0,5,1,2006.0,2728,1,1,0,5,1,0,3,0,20431,4,56.0,1,0,5,3,870.0,1,1,0,6,16,0,4,9,2,0,3,1,3,5,6,0,1,10,1848.0,1848,0,2005,2006,0,4576.0,12.988040814744458,13.0,13,437154.0
351,1869,0,0,1,2,4,4,3,0.0,0.0,6,6,0.0,0.0,0,1869.0,1,2,2,4,0,4,0,8,8,4,2,1,2,2,6,617.0,2.0,5,2,5,1,2007.0,1869,0,1,0,2,1,0,3,0,7820,4,68.0,0,0,11,3,362.0,1,1,0,3,16,54,4,9,2,0,3,1,3,5,6,0,1,6,1869.0,1869,210,2007,2007,1,3738.0,12.669998467265833,14.0,13,318061.0
352,1453,0,0,1,2,0,4,1,1082.0,0.0,2,6,1.0,0.0,2,371.0,1,2,2,4,0,4,3,13,14,4,5,1,2,1,6,445.0,2.0,5,2,5,1,1986.0,1453,1,1,2,2,1,2,2,1,5271,4,70.0,0,0,11,3,0.0,2,1,0,3,4,80,4,7,2,0,3,1,1,0,8,184,1,6,1453.0,1453,0,1986,1986,0,2906.0,12.154779351142626,14.0,11,190000.0
353,616,495,0,1,3,0,0,2,236.0,380.0,3,5,0.0,1.0,4,0.0,0,0,2,4,0,4,3,12,13,4,3,0,1,1,6,200.0,1.0,1,3,5,5,1941.0,1111,0,1,4,0,1,3,3,0,9084,4,60.0,3,0,4,3,0.0,2,1,0,5,7,0,5,5,2,0,3,1,1,4,5,0,1,5,616.0,616,48,1941,1950,2,1727.0,11.461632170582678,10.0,10,95000.0
354,720,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,624.0,1,2,2,4,0,2,3,12,13,4,3,0,0,1,6,484.0,2.0,5,3,5,5,2005.0,720,0,1,2,2,1,3,3,0,8520,4,60.0,3,0,1,4,0.0,2,1,0,7,17,0,7,6,2,0,3,1,1,4,8,0,1,5,624.0,720,106,1928,2003,4,1344.0,11.570250531589494,15.0,13,105900.0
355,1192,403,0,1,2,0,4,3,388.0,0.0,3,6,0.0,0.0,4,552.0,1,2,2,4,108,4,3,13,8,4,2,2,1,1,6,240.0,1.0,5,3,5,1,1940.0,1595,0,1,0,0,1,3,0,0,8400,4,60.0,3,0,4,3,0.0,2,1,0,8,18,0,4,6,2,0,3,1,1,4,8,0,1,6,940.0,1192,0,1940,2000,0,2535.0,11.849397701591439,14.0,10,140000.0
356,1200,0,0,1,3,0,1,3,334.0,544.0,0,1,1.0,0.0,2,322.0,1,2,2,4,0,2,2,12,13,4,3,0,2,2,6,521.0,2.0,5,2,5,1,1995.0,1200,0,1,0,2,1,2,3,0,11249,4,105.0,1,0,0,3,0.0,2,1,0,10,5,26,4,6,2,0,3,1,1,4,8,0,1,6,1200.0,1200,0,1995,1995,1,2400.0,12.08672588789761,14.0,10,177500.0
357,1167,0,0,1,3,0,4,3,560.0,0.0,2,6,1.0,0.0,2,598.0,1,2,2,4,0,4,3,6,6,4,3,0,2,2,6,400.0,2.0,5,2,5,1,1992.0,1167,0,1,2,2,1,2,3,0,9248,4,70.0,0,0,0,3,106.0,1,1,0,9,8,26,5,6,2,0,3,1,1,4,8,0,1,6,1158.0,1167,120,1992,1992,3,2325.0,12.061046873479915,14.0,11,173000.0
358,1142,0,0,1,3,4,4,3,874.0,0.0,0,6,1.0,0.0,2,268.0,1,2,2,4,0,4,3,5,5,2,4,1,2,1,6,528.0,2.0,5,0,5,1,1976.0,1142,1,1,4,2,1,3,3,0,4224,4,44.0,3,0,11,4,0.0,2,1,0,10,10,90,4,5,2,0,3,1,1,4,8,0,1,6,1142.0,1142,536,1976,1976,1,2284.0,11.805595078933045,12.0,9,134000.0
359,1352,0,0,1,3,0,4,0,300.0,294.0,1,5,0.0,1.0,4,468.0,1,2,2,1,294,4,3,13,7,4,3,0,1,1,3,288.0,1.0,5,3,5,3,1958.0,1352,0,1,0,7,1,2,3,0,6930,4,92.0,0,0,8,3,120.0,1,1,0,9,4,0,3,5,2,0,3,1,3,0,8,0,1,6,1062.0,1352,168,1958,1958,0,2414.0,11.77528972943772,14.0,8,130000.0
360,1086,838,0,1,3,0,4,0,956.0,0.0,2,6,1.0,0.0,2,130.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,592.0,2.0,5,2,5,1,1998.0,1924,1,1,0,5,1,2,3,0,12011,1,78.0,0,0,5,3,530.0,1,1,0,8,15,75,4,8,2,0,3,1,1,4,8,374,1,7,1086.0,1086,208,1998,1998,0,3010.0,12.542544882151384,14.0,12,280000.0
361,912,0,0,1,2,0,4,0,773.0,0.0,2,6,1.0,0.0,2,115.0,1,2,2,4,0,4,3,12,13,2,5,1,1,1,6,470.0,2.0,5,2,5,1,1978.0,912,0,1,0,6,1,3,3,0,7540,1,70.0,0,0,9,3,0.0,2,1,0,8,11,0,5,6,2,0,3,1,1,4,8,192,1,5,888.0,912,0,1978,1978,1,1800.0,11.957611286231675,14.0,11,156000.0
362,988,517,0,2,3,0,4,3,399.0,0.0,5,6,1.0,0.0,4,484.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,240.0,1.0,5,3,5,5,1940.0,1505,0,1,2,0,1,3,3,0,9144,4,70.0,3,0,4,3,0.0,2,1,0,9,3,0,4,5,0,0,3,1,1,4,8,0,1,8,883.0,988,0,1940,1982,2,2388.0,11.884489021402711,14.0,9,145000.0
363,495,1427,0,1,4,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,177,4,2,6,6,4,0,1,3,3,6,672.0,2.0,5,2,5,3,2003.0,1922,0,1,0,6,1,2,3,0,7301,0,64.0,3,0,9,3,500.0,1,1,0,9,7,0,4,7,2,0,3,1,1,4,3,0,1,7,0.0,495,0,2003,2003,3,1922.0,12.198544379109382,14.0,11,198500.0
364,483,504,0,1,2,3,4,3,162.0,0.0,0,6,0.0,0.0,4,321.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,264.0,1.0,5,3,5,5,1972.0,987,1,1,2,5,1,2,3,0,1680,4,21.0,3,0,12,4,510.0,1,1,0,7,2,0,7,6,2,0,3,1,1,4,8,0,1,5,483.0,483,250,1972,2007,3,1470.0,11.6784399034478,14.0,13,118000.0
365,790,784,0,1,3,0,4,2,712.0,0.0,2,6,1.0,0.0,2,84.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,566.0,2.0,5,0,5,1,1976.0,1574,1,1,4,5,1,3,3,0,18800,2,70.0,0,0,5,3,120.0,1,1,0,9,14,111,4,6,2,0,3,1,1,4,8,0,1,6,796.0,790,306,1976,1976,0,2370.0,12.154779351142626,12.0,10,190000.0
366,672,672,0,1,3,0,0,3,456.0,0.0,5,6,0.0,0.0,4,216.0,1,2,2,0,218,2,3,12,13,4,3,0,1,1,6,468.0,1.0,1,3,5,5,1964.0,1344,0,1,2,5,1,3,3,0,10690,4,59.0,3,0,6,4,0.0,2,1,0,9,9,128,6,5,2,0,3,1,3,4,8,0,1,6,672.0,672,0,1920,1997,3,2016.0,11.898187865760873,10.0,11,147000.0
367,1394,0,0,1,3,0,4,3,609.0,0.0,1,6,1.0,0.0,2,785.0,1,2,2,4,0,4,3,9,10,4,2,2,1,1,6,514.0,2.0,5,2,5,1,1963.0,1394,1,1,2,2,1,3,3,0,9500,4,70.0,0,0,0,3,247.0,1,1,0,9,12,76,4,6,2,0,3,1,1,4,8,185,1,6,1394.0,1394,0,1963,1963,3,2788.0,11.976659481202367,14.0,10,159000.0
368,1431,0,0,1,3,0,4,1,371.0,0.0,2,6,0.0,1.0,2,728.0,1,2,2,4,0,4,3,9,10,4,2,1,1,1,6,296.0,1.0,5,2,5,2,1962.0,1431,0,1,2,7,1,3,3,0,9150,0,101.0,0,0,8,3,305.0,1,1,0,3,12,110,4,6,2,0,3,5,1,4,8,0,1,6,1099.0,1431,64,1962,1962,2,2530.0,12.013700752882716,13.0,10,165000.0
369,1268,0,0,1,2,0,4,3,540.0,0.0,3,6,0.0,0.0,4,728.0,1,2,2,4,0,4,3,6,6,4,2,1,2,1,6,244.0,1.0,5,0,5,1,1954.0,1268,0,1,2,2,1,3,3,0,7800,4,78.0,3,0,0,3,200.0,1,1,0,5,12,98,5,5,2,0,3,1,1,4,8,0,1,7,1268.0,1268,0,1954,1954,4,2536.0,11.790557201568507,11.0,10,132000.0
370,1287,0,0,1,3,0,4,3,72.0,258.0,0,5,1.0,0.0,4,733.0,1,2,2,4,0,2,3,13,14,4,2,1,1,1,6,576.0,2.0,5,0,5,5,1997.0,1287,0,1,0,2,1,2,3,0,9830,0,70.0,0,0,0,3,0.0,2,1,0,5,12,17,6,5,2,0,3,1,1,4,8,182,1,7,1063.0,1287,364,1959,2006,4,2350.0,11.99535161421452,12.0,11,162000.0
371,953,711,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,953.0,1,2,2,4,0,4,3,12,13,4,5,1,2,2,6,460.0,2.0,5,2,5,1,2000.0,1664,1,1,0,5,1,3,3,0,8121,4,70.0,0,0,5,3,0.0,2,1,0,0,8,40,4,6,2,0,3,1,1,4,8,0,1,7,953.0,953,100,2000,2000,0,2617.0,12.057572637211731,14.0,10,172400.0
372,1120,468,0,1,4,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,1,2,4,0,4,3,14,10,4,2,1,1,2,3,680.0,2.0,5,0,5,5,1991.0,1588,0,1,4,0,1,3,3,0,17120,4,80.0,3,0,4,3,0.0,2,1,0,9,4,59,3,4,0,0,3,1,1,4,8,0,1,7,0.0,1120,0,1959,1959,2,1588.0,11.808813773969106,12.0,7,134432.0
373,752,0,0,1,2,4,4,3,623.0,121.0,0,3,1.0,0.0,2,0.0,1,2,2,4,0,4,3,9,10,2,3,0,1,1,6,264.0,1.0,5,3,5,1,1984.0,752,0,1,4,2,1,3,3,0,7175,4,50.0,3,0,11,3,0.0,2,1,0,4,20,0,4,6,2,0,3,1,1,4,8,90,1,4,744.0,752,353,1984,1984,4,1496.0,11.736069016284436,14.0,10,125000.0
374,1319,0,0,1,3,0,4,3,428.0,180.0,1,3,1.0,0.0,4,0.0,1,2,2,4,0,4,3,8,8,1,3,0,2,1,3,270.0,1.0,5,3,5,1,1953.0,1319,0,1,4,2,1,3,3,0,10634,4,79.0,3,0,0,3,0.0,2,1,0,2,12,0,5,5,2,0,3,1,1,4,8,0,1,5,608.0,1319,66,1953,1953,3,1927.0,11.719939634354555,14.0,10,123000.0
375,847,1081,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,847.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,434.0,2.0,5,0,5,3,2003.0,1928,1,1,0,5,1,2,3,0,8200,4,65.0,3,0,5,3,0.0,2,1,0,9,5,48,4,7,2,0,3,1,1,4,8,0,1,8,847.0,847,100,2003,2004,1,2775.0,12.299107511497365,12.0,11,219500.0
376,904,0,0,1,1,0,3,1,350.0,0.0,1,6,1.0,0.0,1,333.0,0,2,2,0,0,1,1,13,14,4,3,0,0,0,0,0.0,0.0,3,1,3,6,0.0,904,1,1,2,2,1,1,2,2,10020,4,70.0,0,0,1,3,0.0,2,1,0,5,7,0,0,1,2,0,3,1,1,4,8,0,1,4,683.0,904,0,1922,1950,3,1587.0,11.018629143155449,7.0,1,61000.0
377,914,0,0,1,2,0,4,0,298.0,0.0,2,6,0.0,0.0,2,572.0,1,2,2,4,0,4,2,12,13,4,3,0,2,1,6,576.0,2.0,5,3,5,5,1998.0,914,0,1,0,6,1,3,3,0,8846,1,57.0,0,0,9,3,0.0,2,1,0,9,5,0,4,5,2,0,3,1,1,4,8,0,1,5,870.0,914,0,1996,1996,0,1784.0,11.904967552746253,15.0,9,148000.0
378,1580,886,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1580.0,1,2,2,4,0,4,2,5,5,4,2,1,2,3,6,610.0,2.0,5,2,5,1,2004.0,2466,0,1,0,5,1,2,3,0,11143,0,102.0,0,0,5,1,0.0,2,1,0,3,21,214,4,8,2,0,3,1,1,4,8,0,1,8,1580.0,1580,159,2004,2005,1,4046.0,12.736700896592346,14.0,12,340000.0
379,1856,0,0,1,1,0,4,0,1445.0,0.0,2,6,1.0,0.0,0,411.0,1,2,2,4,0,4,2,12,13,4,0,1,2,1,6,834.0,3.0,5,0,5,1,2010.0,1856,1,1,0,2,1,0,3,0,11394,0,88.0,3,0,0,3,350.0,3,1,0,8,22,0,1,9,2,0,3,1,3,5,6,0,1,8,1856.0,1856,113,2010,2010,4,3712.0,12.885202034321914,13.0,10,394432.0
380,1007,793,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,982.0,1,6,2,4,0,4,3,12,13,4,5,1,2,2,6,463.0,2.0,5,0,5,1,2000.0,1800,1,1,0,5,1,3,3,0,8123,4,60.0,0,0,5,3,16.0,1,1,0,8,8,63,4,6,2,0,3,1,1,4,8,0,1,7,982.0,1007,100,2000,2000,3,2782.0,12.095141084822894,12.0,10,179000.0
381,1026,665,0,2,3,0,4,3,218.0,0.0,3,6,0.0,0.0,4,808.0,1,2,2,4,242,4,3,3,14,4,2,1,0,2,6,308.0,1.0,5,3,5,5,1924.0,1691,0,1,4,0,1,2,3,0,5000,4,50.0,3,0,4,3,0.0,2,1,0,7,18,0,5,5,2,0,3,1,1,4,8,0,1,6,1026.0,1026,0,1924,1950,4,2717.0,11.751942365440726,14.0,10,127000.0
382,1301,0,0,2,2,0,1,3,0.0,0.0,6,6,1.0,0.0,2,1293.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,572.0,2.0,5,2,5,1,2006.0,1301,0,1,0,2,1,2,3,0,7200,4,60.0,3,0,0,1,0.0,2,1,0,10,21,121,4,7,2,0,3,1,1,5,6,0,1,5,1293.0,1301,216,2006,2006,0,2594.0,12.142866569626381,14.0,11,187750.0
383,939,858,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,939.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,639.0,2.0,5,2,5,1,2006.0,1797,1,1,0,5,1,2,3,0,9245,4,79.0,0,0,5,3,0.0,2,1,0,6,5,53,4,7,2,0,3,1,1,4,8,0,1,8,939.0,939,144,2006,2006,1,2736.0,12.271392111650815,14.0,11,213500.0
384,784,0,0,1,2,0,0,3,0.0,0.0,6,6,0.0,0.0,1,784.0,0,2,2,0,91,4,3,13,14,4,3,0,0,1,6,360.0,2.0,1,3,1,5,1950.0,784,0,1,4,1,1,3,3,0,9000,0,60.0,3,0,3,2,0.0,2,1,0,1,20,0,2,6,0,0,3,1,1,4,8,0,1,5,784.0,784,0,1928,1950,3,1568.0,11.238488619268468,7.0,8,76000.0
385,1079,874,0,1,3,0,4,0,985.0,0.0,2,6,1.0,0.0,2,595.0,1,1,2,4,0,4,2,6,6,4,1,2,2,2,6,501.0,2.0,5,0,5,1,1992.0,1953,1,1,0,5,1,2,2,1,53107,0,70.0,1,0,5,3,0.0,2,1,0,8,4,231,4,6,2,0,3,1,1,4,8,0,1,9,1580.0,1079,216,1992,1992,1,3533.0,12.388394202324125,12.0,10,240000.0
386,1269,0,0,1,2,4,4,3,24.0,0.0,2,6,0.0,0.0,2,1232.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,430.0,2.0,5,0,5,1,2004.0,1269,0,1,0,2,1,2,3,0,3182,4,43.0,3,0,11,3,16.0,1,1,0,6,0,20,4,8,2,0,3,1,1,4,8,144,1,6,1256.0,1269,146,2004,2005,4,2525.0,12.165250651009917,12.0,12,192000.0
387,658,526,0,1,5,0,4,3,0.0,0.0,6,6,0.0,0.0,4,658.0,1,1,2,4,0,1,3,13,13,4,3,0,2,1,6,0.0,0.0,3,1,3,6,0.0,1184,0,1,4,0,1,3,3,0,8410,2,58.0,3,0,4,3,0.0,2,1,0,7,7,151,2,5,0,0,3,1,2,1,8,0,1,8,658.0,658,0,1910,1996,0,1842.0,11.302204433654575,7.0,7,81000.0
388,1125,0,0,1,3,0,4,0,631.0,0.0,0,6,1.0,0.0,4,410.0,1,2,2,4,0,4,3,8,8,1,1,1,1,1,6,352.0,1.0,5,3,5,5,1977.0,1125,0,1,0,7,1,3,3,0,7200,4,72.0,3,0,8,3,255.0,1,1,0,1,7,0,5,6,2,0,3,1,3,0,8,0,1,6,1041.0,1125,296,1976,1976,3,2166.0,11.736069016284436,14.0,11,125000.0
389,1479,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1468.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,577.0,2.0,5,2,5,1,1999.0,1479,0,1,0,2,1,2,3,0,9382,1,93.0,0,0,0,3,125.0,1,1,0,9,5,25,4,7,2,0,3,1,1,4,8,0,1,6,1468.0,1479,120,1999,2000,2,2947.0,12.160028707028768,14.0,11,191000.0
390,1742,590,0,1,3,0,4,0,1280.0,0.0,2,6,1.0,0.0,0,402.0,1,2,2,4,0,4,0,12,13,4,0,1,2,2,6,846.0,3.0,5,0,5,3,2008.0,2332,1,1,0,5,1,0,3,0,12474,4,96.0,3,0,5,3,272.0,3,1,0,10,16,134,4,10,2,0,3,1,1,5,6,0,1,9,1682.0,1742,196,2007,2008,2,4014.0,12.962194625251508,13.0,14,426000.0
391,961,406,0,0,4,0,1,3,241.0,391.0,5,1,1.0,0.0,4,229.0,1,2,2,4,112,4,3,8,8,2,3,0,0,1,6,384.0,1.0,5,3,5,5,1978.0,1367,0,1,0,0,1,3,3,0,8405,4,50.0,3,0,4,3,0.0,2,1,0,6,7,130,7,5,2,0,3,1,1,4,8,0,1,7,861.0,961,0,1900,1950,2,2228.0,11.686878772093667,14.0,12,119000.0
392,804,1157,0,1,3,0,4,3,690.0,0.0,0,6,1.0,0.0,0,114.0,1,2,2,4,0,4,3,12,13,4,5,1,2,2,6,560.0,2.0,5,0,5,3,2001.0,1961,1,1,0,5,1,2,3,0,12209,1,71.0,0,0,5,3,0.0,2,1,0,8,11,192,4,6,2,0,3,1,1,4,8,0,1,7,804.0,804,125,2001,2002,3,2765.0,12.278393307109802,12.0,10,215000.0
393,882,0,0,1,3,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,0,4,3,8,8,2,3,0,3,1,6,294.0,1.0,5,2,5,1,1959.0,882,0,1,4,2,1,3,3,0,8339,4,70.0,0,0,0,3,0.0,2,3,1200,9,12,0,6,5,2,0,3,1,1,4,8,0,1,5,0.0,882,0,1959,1959,1,882.0,11.575900264131615,13.0,11,106500.0
394,788,0,0,1,2,0,4,3,266.0,0.0,5,6,0.0,0.0,4,522.0,1,1,2,0,0,4,3,14,15,1,5,2,1,1,6,0.0,0.0,3,1,3,6,0.0,788,0,1,4,2,1,3,3,0,7446,0,70.0,3,0,1,3,0.0,2,1,0,6,3,0,4,4,2,0,3,1,1,0,8,0,1,4,788.0,788,0,1941,1950,0,1576.0,11.512925464970227,7.0,8,100000.0
395,735,299,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,735.0,1,2,2,0,0,4,3,8,8,4,3,0,1,1,6,240.0,1.0,5,3,5,5,1940.0,1034,0,1,2,0,1,3,3,0,10134,4,60.0,3,0,4,3,0.0,2,1,0,9,17,39,5,5,2,0,3,1,1,4,8,0,1,5,735.0,735,0,1940,1950,1,1769.0,11.599103161211278,14.0,10,109000.0
396,1144,0,0,1,3,0,4,0,739.0,0.0,1,6,1.0,0.0,4,405.0,1,2,2,4,0,4,3,13,14,4,3,0,1,1,6,596.0,1.0,5,3,5,1,1956.0,1144,0,1,4,2,1,3,3,0,9571,4,68.0,3,0,0,3,0.0,2,1,0,8,7,0,5,5,2,0,3,1,1,4,8,0,1,6,1144.0,1144,44,1956,1956,4,2288.0,11.767567683343811,14.0,10,129000.0
397,894,0,0,1,2,0,4,0,777.0,0.0,5,6,0.0,0.0,4,117.0,1,2,2,4,0,4,3,8,8,4,3,0,1,1,6,600.0,2.0,5,2,5,5,1985.0,894,0,1,4,2,1,3,2,0,7200,4,60.0,3,0,0,3,0.0,2,1,0,11,5,0,4,5,2,0,3,1,3,4,8,0,1,6,894.0,894,215,1972,1972,3,1788.0,11.719939634354555,14.0,9,123000.0
398,876,936,0,1,4,0,4,3,540.0,0.0,0,6,0.0,0.0,4,324.0,1,4,2,4,0,4,3,12,13,4,5,1,1,2,6,264.0,1.0,5,2,5,1,1962.0,1812,0,1,4,5,1,3,3,0,7590,4,69.0,3,0,5,3,288.0,1,1,0,9,12,168,4,5,2,0,3,1,1,4,8,0,1,8,864.0,876,0,1962,1962,1,2676.0,12.040608205802641,13.0,9,169500.0
399,1077,0,0,1,2,0,3,3,0.0,0.0,6,6,0.0,0.0,1,961.0,1,2,2,3,0,1,3,8,8,4,3,0,0,1,1,338.0,1.0,4,3,4,5,1920.0,1077,0,1,2,2,1,3,3,0,8967,0,60.0,3,0,1,4,0.0,2,1,0,2,9,0,1,5,0,0,3,1,1,0,8,0,1,6,961.0,1077,0,1920,1950,1,2038.0,11.112447898373103,12.0,6,67000.0
400,1112,438,0,1,2,0,4,3,812.0,0.0,2,6,1.0,0.0,2,280.0,1,2,2,4,0,4,2,5,5,4,3,0,2,2,6,438.0,2.0,5,0,5,1,2007.0,1550,0,1,0,5,1,2,3,0,8125,4,65.0,3,0,5,1,100.0,3,1,0,1,21,168,4,7,2,0,3,1,1,4,8,0,1,7,1092.0,1112,0,2006,2007,3,2642.0,12.392552212472793,12.0,11,241000.0
401,1288,0,0,1,1,4,4,3,786.0,0.0,2,6,1.0,0.0,2,474.0,1,2,2,4,0,4,2,3,3,4,2,2,2,1,6,500.0,2.0,5,0,5,1,1996.0,1288,1,1,0,2,1,0,3,0,14963,4,38.0,1,0,11,3,0.0,2,1,0,3,24,30,4,8,2,0,3,1,1,4,8,224,1,4,1260.0,1288,120,1996,1996,2,2548.0,12.411052226216713,12.0,12,245500.0
402,1310,0,0,1,3,0,4,0,24.0,0.0,2,6,0.0,0.0,2,1286.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,400.0,2.0,5,0,5,1,2005.0,1310,0,1,0,2,1,2,3,0,8767,4,65.0,0,0,0,3,0.0,2,1,0,9,5,0,4,7,2,0,3,1,1,5,6,0,1,6,1310.0,1310,0,2005,2005,0,2620.0,12.013640144985489,12.0,11,164990.0
403,672,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,672.0,1,2,2,4,0,4,3,13,14,0,3,0,2,1,6,240.0,1.0,5,3,5,5,1940.0,672,0,1,0,2,1,3,3,0,10200,4,60.0,3,0,1,3,0.0,2,1,0,10,19,0,7,5,0,0,3,1,1,4,8,0,1,4,672.0,672,168,1940,1997,2,1344.0,11.589886506106355,14.0,12,108000.0
404,1165,1098,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1141.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,420.0,2.0,5,0,5,3,1998.0,2263,1,1,2,5,1,2,3,0,12090,0,93.0,3,0,5,3,650.0,1,1,0,9,15,123,4,8,2,0,3,1,3,0,8,0,1,10,1141.0,1165,144,1998,1998,0,3404.0,12.460714863903757,12.0,12,258000.0
405,806,766,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,806.0,1,2,2,4,0,4,3,8,8,4,5,1,2,2,6,373.0,2.0,5,0,5,3,1995.0,1572,1,1,2,5,1,3,3,0,10364,4,70.0,0,0,5,3,0.0,2,1,0,7,8,40,4,6,2,0,3,1,1,4,8,0,1,7,806.0,806,0,1995,1996,1,2378.0,12.031719258385394,12.0,10,168000.0
406,1620,0,0,1,3,0,4,3,1116.0,0.0,1,6,1.0,0.0,4,165.0,1,1,2,4,0,4,3,9,10,1,5,1,1,2,2,490.0,2.0,5,3,5,1,1993.0,1620,0,1,0,2,1,3,3,0,9991,0,70.0,0,0,0,3,0.0,2,1,0,8,19,78,3,4,2,0,3,1,1,4,8,0,1,8,1281.0,1620,120,1976,1993,3,2901.0,11.918390573078392,15.0,7,150000.0
407,1166,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1064.0,1,2,2,0,0,4,3,8,8,4,3,0,0,1,1,240.0,1.0,5,3,5,5,1936.0,1639,0,1,0,0,1,3,3,0,10480,4,51.0,3,473,4,3,0.0,2,1,0,5,18,0,4,6,2,0,3,1,1,4,8,0,1,6,1064.0,1166,0,1936,1950,2,2230.0,11.652687407345386,14.0,10,115000.0
